 STN,YYYYMMDD,H,   DD,   FH,   FF,   FX,    T, T10N,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y
  240,20211204,    2,  180,   40,   40,   50,   48,     ,   46,    0,    0,    0,    0, 9982,    6,    9,   98,   34,    7,    1,    0,    0,    0,    0
  240,20211204,    3,  180,   40,   40,   60,   49,     ,   47,    0,    0,    0,    0, 9978,    4,    9,   98,   34,    7,    1,    0,    0,    0,    0
  240,20211204,    4,  190,   40,   40,   50,   50,     ,   48,    0,    0,    0,    0, 9974,    5,    9,   98,   32,    7,    1,    0,    0,    0,    0
  240,20211204,    5,  200,   30,   30,   50,   50,     ,   49,    0,    0,    0,    0, 9969,    4,    9,   99,   34,    7,    1,    0,    0,    0,    0
  240,20211204,    6,  190,   30,   30,   40,   49,   46,   48,    0,    0,    0,    0, 9965,    4,    9,   99,   33,    7,    1,    0,    0,    0,    0
  240,20211204,    7,  170,   20,   20,   40,   50,     ,   49,    0,    0,    0,    0, 9964,    2,    9,   99,   34,    7,    1,    0,    0,    0,    0
  240,20211204,    8,  160,   30,   40,   50,   50,     ,   48,    0,    1,    0,    0, 9957,    2,    9,   98,   33,    7,    1,    0,    0,    0,    0
  240,20211204,    9,  170,   40,   40,   60,   50,     ,   48,    0,    6,    0,    0, 9956,    7,    9,   98,   32,    7,    1,    0,    0,    0,    0
  240,20211204,   10,  180,   50,   40,   70,   48,     ,   46,    0,   10,    0,    0, 9953,   11,    8,   98,   20,    7,    1,    0,    0,    0,    0
  240,20211204,   11,  170,   40,   40,   70,   49,     ,   48,    0,   14,    0,    0, 9947,   12,    8,   98,   10,    7,    0,    0,    0,    0,    0
  240,20211204,   12,  170,   40,   40,   60,   49,   50,   47,    0,   10,    0,    0, 9940,    8,    9,   98,   34,    7,    1,    0,    0,    0,    0
  240,20211204,   13,  200,   40,   40,   50,   52,     ,   50,    0,    6,    0,   -1, 9936,   17,    8,   98,   57,    7,    1,    1,    0,    0,    0
  240,20211204,   14,  240,   40,   50,   70,   59,     ,   49,    0,    5,   10,   16, 9934,   50,    8,   93,   62,    7,    0,    1,    0,    0,    0
  240,20211204,   15,  270,   40,   30,  100,   57,     ,   46,    0,    3,   10,   12, 9938,   62,    8,   92,   61,    7,    0,    1,    0,    0,    0
  240,20211204,   16,  260,   30,   40,   50,   62,     ,   41,    0,    1,    5,    4, 9942,   70,    8,   86,   23,    7,    0,    1,    0,    0,    0
  240,20211204,   17,  270,   50,   50,   80,   53,     ,   29,    0,    0,    0,    0, 9949,   70,    4,   84,     ,    5,    0,    0,    0,    0,    0
  240,20211204,   18,  280,   50,   50,  100,   58,   37,   30,    0,    0,    2,    1, 9952,   70,    8,   81,   81,    7,    0,    1,    0,    0,    0
  240,20211204,   19,  250,   50,   50,   80,   66,     ,   29,    0,    0,    0,   -1, 9954,   75,    7,   77,   23,    7,    0,    1,    0,    0,    0
  240,20211204,   20,  220,   50,   40,  110,   54,     ,   28,    0,    0,    1,    1, 9953,   70,    7,   82,   23,    7,    0,    1,    0,    0,    0
  240,20211204,   21,  230,   60,   50,  100,   56,     ,   34,    0,    0,    2,    1, 9954,   70,    8,   85,   22,    7,    0,    1,    0,    0,    0
  240,20211204,   22,  180,   40,   40,   60,   53,     ,   38,    0,    0,    6,    5, 9953,   69,    8,   90,   81,    7,    0,    1,    0,    0,    0
  240,20211204,   23,  180,   60,   70,   90,   54,     ,   39,    0,    0,    6,    5, 9954,   60,    8,   90,   81,    7,    0,    1,    0,    0,    0
  240,20211204,   24,  190,   60,   70,   90,   54,   36,   37,    0,    0,    5,    7, 9953,   70,    8,   89,   61,    7,    0,    1,    0,    0,    0
  240,20211205,    1,  200,   70,   80,  110,   46,     ,   35,    0,    0,    7,   11, 9957,   37,    8,   92,   82,    7,    0,    1,    0,    0,    0
  240,20211205,    2,  170,   60,   50,  100,   44,     ,   32,    0,    0,    6,    6, 9957,   65,    8,   92,   51,    7,    0,    1,    0,    0,    0
  240,20211205,    3,  180,   50,   50,   80,   44,     ,   30,    0,    0,    0,   -1, 9955,   70,    8,   90,   23,    7,    0,    1,    0,    0,    0
  240,20211205,    4,  180,   50,   50,   80,   43,     ,   29,    0,    0,    0,    0, 9958,   70,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20211205,    5,  190,   50,   50,   80,   39,     ,   24,    0,    0,    0,    0, 9960,   70,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20211205,    6,  180,   50,   40,   80,   39,   30,   27,    0,    0,    0,    0, 9968,   65,    8,   91,    2,    7,    0,    0,    0,    0,    0
  240,20211205,    7,  150,   30,   30,   60,   37,     ,   27,    0,    0,    0,    0, 9975,   65,    8,   92,     ,    5,    0,    0,    0,    0,    0
  240,20211205,    8,  170,   30,   20,   50,   39,     ,   32,    0,    1,    0,   -1, 9982,   61,    8,   94,   23,    7,    0,    1,    0,    0,    0
  240,20211205,    9,  160,   30,   30,   40,   41,     ,   32,    0,    8,    0,   -1, 9990,   64,    8,   93,   23,    7,    0,    1,    0,    0,    0
  240,20211205,   10,  160,   30,   30,   40,   46,     ,   36,    3,   25,    0,   -1,10000,   65,    8,   93,   22,    7,    0,    1,    0,    0,    0
  240,20211205,   11,  160,   30,   40,   50,   50,     ,   42,    0,   31,    0,    0,10005,   59,    8,   94,   10,    7,    0,    0,    0,    0,    0
  240,20211205,   12,  150,   30,   30,   50,   54,   28,   42,    2,   39,    0,    0,10012,   60,    8,   91,    2,    7,    0,    0,    0,    0,    0
  240,20211205,   13,  130,   30,   30,   40,   52,     ,   43,    0,   18,    4,    2,10019,   57,    8,   94,   58,    7,    0,    1,    0,    0,    0
  240,20211205,   14,  130,   30,   30,   40,   51,     ,   42,    0,   15,   10,    5,10028,   56,    8,   93,   51,    7,    0,    1,    0,    0,    0
  240,20211205,   15,  100,   20,   20,   40,   49,     ,   41,    0,    3,    5,    1,10041,   57,    8,   94,   52,    7,    0,    1,    0,    0,    0
  240,20211205,   16,  100,   20,   20,   30,   48,     ,   39,    0,    0,    7,    3,10053,   59,    8,   93,   52,    7,    0,    1,    0,    0,    0
  240,20211205,   17,   80,   30,   40,   50,   46,     ,   37,    0,    0,    2,    1,10067,   59,    8,   93,   22,    7,    0,    1,    0,    0,    0
  240,20211205,   18,   70,   30,   30,   50,   46,   41,   35,    0,    0,    0,    0,10077,   59,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20211205,   19,   50,   20,   20,   40,   42,     ,   32,    0,    0,    0,    0,10089,   62,    8,   93,     ,    5,    0,    0,    0,    0,    0
  240,20211205,   20,   50,   30,   40,   50,   46,     ,   32,    0,    0,    0,    0,10098,   65,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20211205,   21,   50,   30,   30,   60,   47,     ,   35,    0,    0,    0,    0,10108,   62,    8,   91,     ,    5,    0,    0,    0,    0,    0
  240,20211205,   22,   70,   30,   30,   50,   25,     ,   17,    0,    0,    0,    0,10109,   59,    1,   94,   10,    7,    0,    0,    0,    0,    0
  240,20211205,   23,   60,   20,   10,   40,   26,     ,   23,    0,    0,    0,    0,10119,   56,    6,   97,   10,    7,    0,    0,    0,    0,    0
  240,20211205,   24,   10,   20,   20,   50,   36,    1,   28,    0,    0,    0,    0,10124,   57,    8,   94,   10,    7,    0,    0,    0,    0,    0
  240,20211206,    1,  340,   20,   20,   30,   39,     ,   33,    0,    0,    0,    0,10131,   50,    8,   95,   10,    7,    0,    0,    0,    0,    0
  240,20211206,    2,  350,   20,   10,   40,   42,     ,   33,    0,    0,    0,    0,10135,   56,    8,   93,   10,    7,    0,    0,    0,    0,    0
  240,20211206,    3,   30,   20,   20,   30,   42,     ,   32,    0,    0,    0,    0,10134,   50,    8,   93,   10,    7,    0,    0,    0,    0,    0
  240,20211206,    4,   80,   20,   20,   40,   28,     ,   19,    0,    0,    0,    0,10134,   50,    8,   94,   10,    7,    0,    0,    0,    0,    0
  240,20211206,    5,  150,   10,   20,   20,   21,     ,   17,    0,    0,    0,    0,10134,   33,    8,   97,   10,    7,    0,    0,    0,    0,    0
  240,20211206,    6,  180,   20,   10,   30,    7,    1,    5,    0,    0,    0,    0,10138,   16,    8,   98,   10,    7,    0,    0,    0,    0,    0
  240,20211206,    7,  160,   30,   30,   50,   27,     ,   26,    0,    0,    0,    0,10140,    1,    9,   99,   34,    7,    1,    0,    0,    0,    0
  240,20211206,    8,  160,   40,   40,   60,   28,     ,   26,    0,    1,    0,    0,10138,    9,    9,   98,   32,    7,    1,    0,    0,    0,    0
  240,20211206,    9,  180,   50,   50,   70,   31,     ,   28,    0,    4,    0,    0,10141,   17,    8,   97,   20,    7,    1,    0,    0,    0,    0
  240,20211206,   10,  150,   50,   60,   80,   30,     ,   27,    0,   10,    0,    0,10138,    8,    9,   98,   34,    7,    1,    0,    0,    0,    0
  240,20211206,   11,  170,   60,   60,   80,   37,     ,   26,    0,   21,    0,    0,10127,   33,    8,   92,   20,    7,    1,    0,    0,    0,    0
  240,20211206,   12,  170,   60,   60,   90,   39,    1,   22,    0,   41,    0,    0,10117,   57,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20211206,   13,  160,   60,   60,   90,   37,     ,   20,    0,   28,    0,    0,10106,   50,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20211206,   14,  160,   70,   70,  100,   31,     ,   15,    0,   17,    0,    0,10093,   56,    8,   89,   10,    7,    0,    0,    0,    0,    0
  240,20211206,   15,  170,   70,   70,  100,   29,     ,   11,    0,    9,    0,    0,10085,   63,    8,   88,     ,    5,    0,    0,    0,    0,    0
  240,20211206,   16,  160,   70,   70,  100,   29,     ,   12,    0,    1,    0,    0,10077,   59,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20211206,   17,  160,   70,   60,  100,   31,     ,   18,    0,    0,    4,    1,10067,   57,    8,   91,   81,    7,    0,    1,    0,    0,    0
  240,20211206,   18,  170,   80,   80,  110,   33,   22,   18,    0,    0,    9,    7,10057,   61,    8,   90,   61,    7,    0,    1,    0,    0,    0
  240,20211206,   19,  170,   80,   80,  120,   31,     ,   19,    0,    0,   10,   11,10047,   57,    8,   91,   62,    7,    0,    1,    0,    0,    0
  240,20211206,   20,  170,   80,   90,  130,   28,     ,   17,    0,    0,   10,   11,10035,   58,    8,   91,   61,    7,    0,    1,    0,    0,    0
  240,20211206,   21,  170,   90,   80,  120,   25,     ,   15,    0,    0,    6,    2,10030,   65,    8,   93,   61,    7,    0,    1,    1,    0,    0
  240,20211206,   22,  190,   80,   80,  120,   21,     ,   11,    0,    0,    9,    3,10028,   61,    8,   93,   61,    7,    0,    1,    0,    0,    0
  240,20211206,   23,  170,   50,   40,  100,   18,     ,   11,    0,    0,    9,   16,10031,   50,    8,   95,   67,    7,    0,    1,    1,    0,    0
  240,20211206,   24,  140,   40,   30,   70,   21,   12,   16,    0,    0,    2,    4,10039,   57,    8,   96,   81,    7,    0,    1,    1,    0,    0
  240,20211207,    1,  120,   20,   10,   50,   19,     ,   16,    0,    0,    0,   -1,10044,   59,    8,   97,   23,    7,    0,    1,    0,    0,    0
  240,20211207,    2,  300,   40,   80,  110,   57,     ,   23,    0,    0,    0,   -1,10052,   75,    7,   78,   51,    7,    0,    1,    0,    0,    0
  240,20211207,    3,  260,   50,   50,  120,   52,     ,   28,    0,    0,    1,    1,10060,   70,    7,   84,   23,    7,    0,    1,    0,    0,    0
  240,20211207,    4,  300,   50,   30,   80,   48,     ,   30,    0,    0,    0,   -1,10066,   70,    8,   87,   51,    7,    0,    1,    0,    0,    0
  240,20211207,    5,  290,   50,   50,  100,   55,     ,   31,    0,    0,    4,    5,10071,   62,    8,   84,   81,    7,    0,    1,    0,    0,    0
  240,20211207,    6,  250,   50,   50,   70,   50,    5,   22,    0,    0,    2,    1,10078,   70,    2,   82,   23,    7,    0,    1,    0,    0,    0
  240,20211207,    7,  240,   40,   40,   60,   31,     ,   10,    0,    0,    0,    0,10078,   70,    1,   86,     ,    5,    0,    0,    0,    0,    0
  240,20211207,    8,  180,   30,   40,   50,   17,     ,    3,    0,    2,    0,    0,10077,   70,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20211207,    9,  180,   40,   40,   50,   28,     ,   13,    8,   20,    0,    0,10078,   70,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20211207,   10,  190,   50,   50,   70,   53,     ,   33,    3,   38,    0,    0,10080,   70,    7,   86,     ,    5,    0,    0,    0,    0,    0
  240,20211207,   11,  190,   60,   60,   90,   62,     ,   36,   10,   77,    0,    0,10071,   70,    8,   83,     ,    5,    0,    0,    0,    0,    0
  240,20211207,   12,  190,   60,   60,   90,   60,   -3,   32,   10,   85,    0,    0,10064,   68,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20211207,   13,  170,   60,   60,   90,   53,     ,   26,    5,   53,    0,    0,10051,   67,    8,   83,     ,    5,    0,    0,    0,    0,    0
  240,20211207,   14,  150,   60,   60,  100,   48,     ,   21,    7,   32,    0,    0,10037,   70,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20211207,   15,  150,   60,   70,  100,   45,     ,   21,    5,   12,    0,    0,10029,   70,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20211207,   16,  140,   70,   80,  100,   45,     ,   21,    0,    1,    0,    0,10010,   70,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20211207,   17,  140,   80,   90,  130,   48,     ,   18,    0,    0,    0,    0, 9986,   70,    8,   81,     ,    5,    0,    0,    0,    0,    0
  240,20211207,   18,  140,   90,   80,  130,   46,   36,   16,    0,    0,    0,    0, 9973,   75,    8,   80,     ,    5,    0,    0,    0,    0,    0
  240,20211207,   19,  140,   90,  100,  160,   47,     ,   13,    0,    0,    0,    0, 9950,   75,    8,   78,     ,    5,    0,    0,    0,    0,    0
  240,20211207,   20,  140,  100,   90,  140,   44,     ,   18,    0,    0,    3,    3, 9939,   65,    8,   83,   81,    7,    0,    1,    0,    0,    0
  240,20211207,   21,  130,  100,  100,  160,   43,     ,   23,    0,    0,    8,    7, 9922,   70,    8,   86,   61,    7,    0,    1,    0,    0,    0
  240,20211207,   22,  140,  100,   90,  160,   46,     ,   29,    0,    0,    7,   10, 9910,   60,    8,   88,   61,    7,    0,    1,    0,    0,    0
  240,20211207,   23,  150,  100,   90,  150,   46,     ,   32,    0,    0,   10,    3, 9906,   57,    8,   90,   61,    7,    0,    1,    0,    0,    0
  240,20211207,   24,  160,   90,   80,  160,   49,   36,   38,    0,    0,    9,    7, 9897,   59,    8,   92,   61,    7,    0,    1,    0,    0,    0
  240,20211208,    1,  170,   70,   80,  120,   55,     ,   45,    0,    0,    6,    2, 9895,   65,    8,   93,   23,    7,    0,    1,    0,    0,    0
  240,20211208,    2,  190,   70,   70,  110,   59,     ,   50,    0,    0,    0,   -1, 9903,   65,    8,   93,   81,    7,    0,    1,    0,    0,    0
  240,20211208,    3,  210,   70,   60,  100,   59,     ,   47,    0,    0,    5,    4, 9906,   58,    8,   92,   81,    7,    0,    1,    0,    0,    0
  240,20211208,    4,  190,   60,   70,  110,   60,     ,   42,    0,    0,    0,   -1, 9910,   70,    8,   88,   23,    7,    0,    1,    0,    0,    0
  240,20211208,    5,  190,   70,   80,  120,   53,     ,   33,    0,    0,    0,    0, 9914,   70,    3,   87,     ,    5,    0,    0,    0,    0,    0
  240,20211208,    6,  180,   80,   90,  130,   51,   36,   27,    0,    0,    0,    0, 9921,   70,    3,   84,    2,    7,    0,    0,    0,    0,    0
  240,20211208,    7,  190,   80,   80,  120,   45,     ,   22,    0,    0,    0,    0, 9924,   70,    1,   84,     ,    5,    0,    0,    0,    0,    0
  240,20211208,    8,  180,   80,   80,  110,   46,     ,   23,    0,    1,    0,    0, 9930,   70,    7,   84,     ,    5,    0,    0,    0,    0,    0
  240,20211208,    9,  180,   80,   70,  120,   47,     ,   23,    5,   16,    0,    0, 9932,   70,    6,   84,     ,    5,    0,    0,    0,    0,    0
  240,20211208,   10,  180,   80,   90,  120,   55,     ,   27,    2,   30,    0,    0, 9936,   70,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20211208,   11,  190,   90,   90,  130,   58,     ,   28,    0,   32,    0,    0, 9941,   75,    8,   80,     ,    5,    0,    0,    0,    0,    0
  240,20211208,   12,  200,   90,   90,  140,   63,   28,   28,   10,   74,    0,    0, 9942,   75,    1,   78,     ,    5,    0,    0,    0,    0,    0
  240,20211208,   13,  190,   80,   90,  130,   64,     ,   30,   10,   74,    0,    0, 9945,   75,    0,   78,     ,    5,    0,    0,    0,    0,    0
  240,20211208,   14,  180,   80,   90,  110,   62,     ,   28,   10,   49,    0,    0, 9953,   75,    2,   79,     ,    5,    0,    0,    0,    0,    0
  240,20211208,   15,  180,   80,   80,  110,   57,     ,   25,    8,   16,    0,    0, 9960,   75,    1,   80,     ,    5,    0,    0,    0,    0,    0
  240,20211208,   16,  170,   70,   70,  100,   48,     ,   22,    0,    1,    0,    0, 9968,   70,    1,   83,     ,    5,    0,    0,    0,    0,    0
  240,20211208,   17,  170,   70,   70,  100,   43,     ,   19,    0,    0,    0,    0, 9971,   70,    0,   84,     ,    5,    0,    0,    0,    0,    0
  240,20211208,   18,  170,   70,   60,  100,   37,   22,   17,    0,    0,    0,    0, 9975,   70,    2,   86,     ,    5,    0,    0,    0,    0,    0
