 STN,YYYYMMDD,H,   DD,   FH,   FF,   FX,    T, T10N,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y
  240,20200920,   18,   40,   60,   60,  100,  174,  159,  102,    2,    8,    0,    0,10183,   83,    0,   62,     ,    5,    0,    0,    0,    0,    0
  240,20200920,   19,   50,   50,   50,   80,  161,     ,  115,    0,    0,    0,    0,10186,   75,    0,   74,     ,    5,    0,    0,    0,    0,    0
  240,20200920,   20,   60,   50,   50,   80,  151,     ,  115,    0,    0,    0,    0,10186,   75,    0,   79,     ,    5,    0,    0,    0,    0,    0
  240,20200920,   21,   40,   40,   30,   60,  145,     ,  119,    0,    0,    0,    0,10188,   70,    0,   84,     ,    5,    0,    0,    0,    0,    0
  240,20200920,   22,   50,   30,   30,   50,  135,     ,  115,    0,    0,    0,    0,10187,   70,    0,   87,     ,    5,    0,    0,    0,    0,    0
  240,20200920,   23,   40,   30,   40,   50,  140,     ,  113,    0,    0,    0,    0,10187,   70,    0,   83,     ,    5,    0,    0,    0,    0,    0
  240,20200920,   24,   30,   30,   30,   50,  128,  106,  110,    0,    0,    0,    0,10185,   63,    0,   88,     ,    5,    0,    0,    0,    0,    0
  240,20200921,    1,   30,   30,   40,   50,  127,     ,  114,    0,    0,    0,    0,10181,   58,    0,   91,   10,    7,    0,    0,    0,    0,    0
  240,20200921,    2,   50,   40,   50,   60,  129,     ,  117,    0,    0,    0,    0,10176,   58,    0,   92,   10,    7,    0,    0,    0,    0,    0
  240,20200921,    3,   50,   40,   30,   50,  126,     ,  111,    0,    0,    0,    0,10173,   60,    0,   91,     ,    5,    0,    0,    0,    0,    0
  240,20200921,    4,   60,   30,   30,   50,  112,     ,   93,    0,    0,    0,    0,10173,   65,    0,   88,     ,    5,    0,    0,    0,    0,    0
  240,20200921,    5,   20,   20,   10,   40,  110,     ,  101,    0,    0,    0,    0,10172,   64,    0,   93,     ,    5,    0,    0,    0,    0,    0
  240,20200921,    6,   40,   10,   10,   20,  109,   45,   96,    2,    4,    0,    0,10172,   63,    0,   91,     ,    5,    0,    0,    0,    0,    0
  240,20200921,    7,   50,   20,   20,   30,  141,     ,  114,   10,   38,    0,    0,10172,   67,    0,   83,     ,    5,    0,    0,    0,    0,    0
  240,20200921,    8,   70,   20,   20,   40,  162,     ,  114,   10,   87,    0,    0,10175,   75,    0,   73,     ,    5,    0,    0,    0,    0,    0
  240,20200921,    9,   50,   20,   10,   30,  179,     ,  115,   10,  137,    0,    0,10175,   79,    0,   66,     ,    5,    0,    0,    0,    0,    0
  240,20200921,   10,   70,   10,   20,   30,  199,     ,  115,   10,  177,    0,    0,10169,   74,    0,   58,     ,    5,    0,    0,    0,    0,    0
  240,20200921,   11,   70,   20,   20,   40,  216,     ,   90,   10,  206,    0,    0,10166,   80,    0,   44,     ,    5,    0,    0,    0,    0,    0
  240,20200921,   12,   60,   20,   20,   30,  225,   50,   86,   10,  216,    0,    0,10163,   80,    0,   41,     ,    5,    0,    0,    0,    0,    0
  240,20200921,   13,   60,   20,   10,   30,  236,     ,   89,   10,  209,    0,    0,10159,   82,    0,   39,     ,    5,    0,    0,    0,    0,    0
  240,20200921,   14,   60,   20,   10,   30,  235,     ,   84,   10,  185,    0,    0,10155,   82,    0,   38,     ,    5,    0,    0,    0,    0,    0
  240,20200921,   15,   40,   20,   30,   40,  230,     ,   93,   10,  145,    0,    0,10151,   81,    0,   41,     ,    5,    0,    0,    0,    0,    0
  240,20200921,   16,   30,   30,   30,   50,  215,     ,  104,   10,   95,    0,    0,10149,   80,    0,   49,     ,    5,    0,    0,    0,    0,    0
  240,20200921,   17,   60,   20,   20,   40,  188,     ,  107,   10,   44,    0,    0,10148,   82,    0,   59,     ,    5,    0,    0,    0,    0,    0
  240,20200921,   18,   60,   20,   10,   30,  170,  101,  117,    2,    6,    0,    0,10147,   75,    0,   71,     ,    5,    0,    0,    0,    0,    0
  240,20200921,   19,   20,   10,   10,   20,  153,     ,  121,    0,    0,    0,    0,10148,   70,    1,   81,     ,    5,    0,    0,    0,    0,    0
  240,20200921,   20,    0,   10,    0,   10,  139,     ,  116,    0,    0,    0,    0,10146,   70,    0,   86,     ,    5,    0,    0,    0,    0,    0
  240,20200921,   21,  330,   10,   10,   10,  131,     ,  114,    0,    0,    0,    0,10147,   65,    0,   89,     ,    5,    0,    0,    0,    0,    0
  240,20200921,   22,  310,   10,   20,   20,  120,     ,  108,    0,    0,    0,    0,10145,   63,    0,   92,     ,    5,    0,    0,    0,    0,    0
  240,20200921,   23,  300,   20,   10,   30,  112,     ,  103,    0,    0,    0,    0,10144,   56,    0,   93,   10,    7,    0,    0,    0,    0,    0
  240,20200921,   24,  300,   10,   10,   20,  100,   46,   94,    0,    0,    0,    0,10139,   47,    0,   95,   10,    7,    0,    0,    0,    0,    0
  240,20200922,    1,  310,   10,   10,   20,  111,     ,  106,    0,    0,    0,    0,10134,   12,    0,   96,   10,    7,    0,    0,    0,    0,    0
  240,20200922,    2,  320,   10,   10,   20,   96,     ,   94,    0,    0,    0,    0,10130,   32,    0,   98,   20,    7,    1,    0,    0,    0,    0
  240,20200922,    3,  310,   10,   10,   20,   95,     ,   92,    0,    0,    0,    0,10125,    9,    1,   98,   34,    7,    1,    0,    0,    0,    0
  240,20200922,    4,    0,   10,    0,   20,   77,     ,   75,    0,    0,    0,    0,10121,    6,    1,   98,   34,    7,    1,    0,    0,    0,    0
  240,20200922,    5,  280,   10,   10,   20,   96,     ,   95,    0,    0,    0,    0,10119,    0,    9,   99,   34,    7,    1,    0,    0,    0,    0
  240,20200922,    6,  990,    0,   10,   10,   85,   30,   83,    0,    3,    0,    0,10118,    0,    9,   98,   32,    7,    1,    0,    0,    0,    0
  240,20200922,    7,    0,    0,    0,   10,  117,     ,  114,    3,   31,    0,    0,10118,    4,    3,   98,   32,    7,    1,    0,    0,    0,    0
  240,20200922,    8,  240,    0,   10,   20,  147,     ,  115,   10,   83,    0,    0,10119,   57,    1,   81,   20,    7,    1,    0,    0,    0,    0
  240,20200922,    9,  310,   10,   20,   70,  178,     ,  115,   10,  133,    0,    0,10117,   61,    1,   67,    2,    7,    0,    0,    0,    0,    0
  240,20200922,   10,  230,   20,   20,   50,  197,     ,  117,   10,  173,    0,    0,10113,   75,    1,   60,     ,    5,    0,    0,    0,    0,    0
  240,20200922,   11,  250,   20,   20,   40,  209,     ,  106,   10,  200,    0,    0,10107,   81,    0,   52,     ,    5,    0,    0,    0,    0,    0
  240,20200922,   12,  250,   20,   20,   40,  219,   72,  113,   10,  209,    0,    0,10100,   81,    0,   50,    2,    7,    0,    0,    0,    0,    0
  240,20200922,   13,  270,   20,   20,   50,  223,     ,  100,   10,  200,    0,    0,10094,   81,    0,   45,     ,    5,    0,    0,    0,    0,    0
  240,20200922,   14,  250,   20,   30,   50,  223,     ,  107,   10,  178,    0,    0,10090,   81,    0,   47,     ,    5,    0,    0,    0,    0,    0
  240,20200922,   15,  280,   30,   40,   50,  211,     ,  106,   10,  138,    0,    0,10083,   82,    0,   51,     ,    5,    0,    0,    0,    0,    0
  240,20200922,   16,  280,   30,   30,   50,  201,     ,  105,   10,   91,    0,    0,10076,   81,    0,   53,     ,    5,    0,    0,    0,    0,    0
  240,20200922,   17,  300,   30,   20,   50,  177,     ,  103,   10,   41,    0,    0,10073,   82,    0,   61,     ,    5,    0,    0,    0,    0,    0
  240,20200922,   18,  310,   20,   20,   30,  176,  105,  100,    0,    4,    0,    0,10071,   80,    1,   61,     ,    5,    0,    0,    0,    0,    0
  240,20200922,   19,  100,   10,   10,   20,  135,     ,  103,    0,    0,    0,    0,10068,   70,    0,   81,     ,    5,    0,    0,    0,    0,    0
  240,20200922,   20,  130,   10,   20,   20,  131,     ,  106,    0,    0,    0,    0,10066,   70,    0,   84,     ,    5,    0,    0,    0,    0,    0
  240,20200922,   21,  120,   10,   20,   20,  123,     ,  100,    0,    0,    0,    0,10063,   70,    0,   85,     ,    5,    0,    0,    0,    0,    0
  240,20200922,   22,  170,   20,   30,   40,  134,     ,  105,    0,    0,    0,    0,10060,   70,    0,   82,     ,    5,    0,    0,    0,    0,    0
  240,20200922,   23,  150,   30,   30,   40,  138,     ,  110,    0,    0,    0,    0,10057,   67,    8,   83,     ,    5,    0,    0,    0,    0,    0
  240,20200922,   24,  190,   30,   30,   40,  136,   71,  105,    0,    0,    0,    0,10054,   64,    0,   81,     ,    5,    0,    0,    0,    0,    0
  240,20200923,    1,  170,   20,   30,   40,  126,     ,  104,    0,    0,    0,    0,10049,   59,    0,   86,   10,    7,    0,    0,    0,    0,    0
  240,20200923,    2,  180,   20,   20,   40,  128,     ,  115,    0,    0,    0,    0,10046,   56,    1,   91,   10,    7,    0,    0,    0,    0,    0
  240,20200923,    3,  190,   30,   30,   40,  135,     ,  124,    0,    0,    0,    0,10045,   39,    7,   93,   10,    7,    0,    0,    0,    0,    0
  240,20200923,    4,  190,   40,   40,   50,  145,     ,  137,    0,    0,    0,    0,10043,   27,    7,   94,   10,    7,    0,    0,    0,    0,    0
  240,20200923,    5,  180,   40,   30,   50,  149,     ,  140,    0,    0,    0,    0,10040,   27,    8,   94,   10,    7,    0,    0,    0,    0,    0
  240,20200923,    6,  180,   40,   40,   60,  153,   78,  143,    0,    2,    0,    0,10040,   27,    8,   93,   10,    7,    0,    0,    0,    0,    0
  240,20200923,    7,  190,   40,   40,   60,  156,     ,  143,    0,   25,    0,    0,10038,   33,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20200923,    8,  180,   50,   50,   70,  160,     ,  143,    5,   65,    0,    0,10038,   48,    8,   89,   10,    7,    0,    0,    0,    0,    0
  240,20200923,    9,  180,   50,   50,   80,  175,     ,  149,    1,   62,    0,    0,10037,   57,    8,   84,   10,    7,    0,    0,    0,    0,    0
  240,20200923,   10,  180,   60,   60,   90,  194,     ,  153,    5,  132,    0,    0,10031,   60,    6,   76,     ,    5,    0,    0,    0,    0,    0
  240,20200923,   11,  190,   70,   80,  110,  208,     ,  147,    9,  189,    0,    0,10026,   67,    2,   67,     ,    5,    0,    0,    0,    0,    0
  240,20200923,   12,  200,   90,   90,  130,  206,  147,  138,    3,  115,    0,    0,10022,   80,    8,   65,     ,    5,    0,    0,    0,    0,    0
  240,20200923,   13,  220,   90,   80,  130,  200,     ,  141,    1,   84,    0,   -1,10020,   80,    8,   68,   23,    7,    0,    1,    0,    0,    0
  240,20200923,   14,  210,   70,   70,  110,  182,     ,  152,    2,   69,    0,   -1,10019,   67,    8,   82,   81,    7,    0,    1,    0,    0,    0
  240,20200923,   15,  200,   50,   60,   90,  172,     ,  155,    0,   25,    5,   11,10017,   58,    8,   90,   82,    7,    0,    1,    0,    0,    0
  240,20200923,   16,  190,   60,   60,   90,  168,     ,  148,    0,   31,    3,    4,10011,   70,    8,   88,   23,    7,    0,    1,    0,    0,    0
  240,20200923,   17,  180,   50,   40,   70,  169,     ,  149,    5,   26,    0,    0,10003,   70,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20200923,   18,  160,   40,   40,   60,  160,  150,  146,    0,    3,    0,    0, 9999,   65,    8,   91,    2,    7,    0,    0,    0,    0,    0
  240,20200923,   19,  150,   40,   40,   70,  165,     ,  147,    0,    0,    0,    0, 9990,   70,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20200923,   20,  170,   60,   60,  110,  163,     ,  145,    0,    0,    7,    7, 9987,   70,    8,   88,   81,    7,    0,    1,    0,    0,    0
  240,20200923,   21,  190,   60,   60,  100,  161,     ,  148,    0,    0,    8,   21, 9982,   56,    8,   92,   63,    7,    0,    1,    0,    0,    0
  240,20200923,   22,  210,   50,   40,   90,  146,     ,  136,    0,    0,   10,  102, 9972,   36,    8,   93,   63,    7,    0,    1,    0,    0,    0
  240,20200923,   23,  200,   60,   70,  100,  148,     ,  135,    0,    0,   10,   38, 9964,   61,    8,   91,   61,    7,    0,    1,    0,    0,    0
  240,20200923,   24,  220,   70,   70,  110,  146,  138,  130,    0,    0,    7,   65, 9964,   70,    8,   89,   23,    7,    0,    1,    0,    0,    0
  240,20200924,    1,  220,   70,   80,  100,  143,     ,  114,    0,    0,    0,   -1, 9967,   70,    1,   82,   23,    7,    0,    1,    0,    0,    0
  240,20200924,    2,  240,   90,   90,  170,  139,     ,   92,    0,    0,    1,    1, 9976,   75,    1,   73,   23,    7,    0,    1,    0,    0,    0
  240,20200924,    3,  230,   90,   80,  130,  137,     ,   91,    0,    0,    0,    0, 9982,   75,    4,   73,    3,    7,    0,    0,    0,    0,    0
  240,20200924,    4,  250,   80,   80,  120,  137,     ,   92,    0,    0,    0,   -1, 9990,   75,    5,   74,   23,    7,    0,    1,    0,    0,    0
  240,20200924,    5,  250,   80,   70,  130,  129,     ,   75,    0,    0,    0,    0, 9999,   75,    1,   70,     ,    5,    0,    0,    0,    0,    0
  240,20200924,    6,  220,   60,   50,  100,  125,  105,   82,    0,    2,    0,    0,10003,   75,    6,   75,    1,    7,    0,    0,    0,    0,    0
  240,20200924,    7,  200,   40,   40,   70,  131,     ,   93,    8,   35,    0,    0,10006,   75,    0,   77,     ,    5,    0,    0,    0,    0,    0
  240,20200924,    8,  190,   70,   90,  120,  130,     ,   90,    6,   66,    0,    0,10010,   75,    4,   76,     ,    5,    0,    0,    0,    0,    0
  240,20200924,    9,  190,   80,   90,  120,  143,     ,  100,    7,  100,    0,    0,10007,   75,    2,   75,     ,    5,    0,    0,    0,    0,    0
  240,20200924,   10,  180,  100,  100,  150,  159,     ,   99,    9,  156,    0,    0,10003,   80,    5,   67,     ,    5,    0,    0,    0,    0,    0
  240,20200924,   11,  190,  110,  110,  160,  161,     ,   72,    8,  183,    0,    0, 9999,   82,    6,   55,     ,    5,    0,    0,    0,    0,    0
  240,20200924,   12,  190,  110,  100,  150,  159,  104,   80,    4,  134,    0,    0, 9999,   83,    8,   59,     ,    5,    0,    0,    0,    0,    0
  240,20200924,   13,  190,  100,   90,  150,  161,     ,   93,    2,   80,    0,   -1, 9999,   82,    8,   64,   81,    7,    0,    1,    0,    0,    0
  240,20200924,   14,  200,   80,   70,  140,  146,     ,  103,    0,   40,    0,   -1, 9999,   75,    8,   75,   57,    7,    0,    1,    0,    0,    0
  240,20200924,   15,  180,   60,   60,  100,  142,     ,  108,    0,   24,    0,   -1, 9996,   75,    8,   80,   81,    7,    0,    1,    0,    0,    0
  240,20200924,   16,  170,   50,   40,   90,  144,     ,  114,    0,   27,    0,   -1, 9990,   70,    8,   82,   23,    7,    0,    1,    0,    0,    0
  240,20200924,   17,  120,   20,   20,   60,  138,     ,  122,    2,   11,    5,    7, 9981,   70,    8,   89,   23,    7,    0,    1,    0,    0,    0
  240,20200924,   18,  120,   30,   40,   40,  129,  120,  113,    0,    1,    0,    0, 9970,   70,    8,   89,    2,    7,    0,    0,    0,    0,    0
  240,20200924,   19,  140,   50,   50,   70,  139,     ,  100,    0,    0,    0,    0, 9961,   75,    8,   77,     ,    5,    0,    0,    0,    0,    0
  240,20200924,   20,  160,   70,   70,  120,  137,     ,  104,    0,    0,    0,    0, 9958,   75,    8,   80,     ,    5,    0,    0,    0,    0,    0
  240,20200924,   21,  160,   70,   70,  120,  129,     ,  101,    0,    0,    0,   -1, 9951,   70,    8,   83,   81,    7,    0,    1,    0,    0,    0
  240,20200924,   22,  140,   60,   50,  100,  123,     ,  106,    0,    0,    0,   -1, 9944,   70,    8,   89,   81,    7,    0,    1,    0,    0,    0
  240,20200924,   23,  170,   60,   70,  100,  130,     ,  101,    0,    0,    0,   -1, 9935,   70,    8,   82,   23,    7,    0,    1,    0,    0,    0
  240,20200924,   24,  180,   60,   70,   90,  124,  114,   94,    0,    0,    0,    0, 9935,   70,    8,   81,    2,    7,    0,    0,    0,    0,    0
  240,20200925,    1,  190,   70,   70,  100,  121,     ,   92,    0,    0,    0,    0, 9934,   70,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20200925,    2,  190,   70,   60,  110,  112,     ,   77,    0,    0,    0,    0, 9927,   75,    8,   79,     ,    5,    0,    0,    0,    0,    0
  240,20200925,    3,  180,   70,   60,   90,  100,     ,   68,    0,    0,    0,    0, 9931,   75,    8,   80,     ,    5,    0,    0,    0,    0,    0
  240,20200925,    4,  180,   60,   60,   90,   95,     ,   67,    0,    0,    0,    0, 9930,   70,    0,   82,     ,    5,    0,    0,    0,    0,    0
  240,20200925,    5,  180,   70,   70,  100,   94,     ,   72,    0,    0,    0,    0, 9930,   70,    3,   86,     ,    5,    0,    0,    0,    0,    0
  240,20200925,    6,  180,   80,   70,  110,   91,   78,   67,    0,    3,    0,    0, 9933,   70,    2,   85,     ,    5,    0,    0,    0,    0,    0
  240,20200925,    7,  180,   80,   90,  130,   96,     ,   65,   10,   44,    0,    0, 9933,   75,    8,   80,     ,    5,    0,    0,    0,    0,    0
  240,20200925,    8,  190,   80,   80,  130,  106,     ,   68,    1,   50,    0,    0, 9929,   75,    8,   77,     ,    5,    0,    0,    0,    0,    0
  240,20200925,    9,  180,   90,   90,  140,  116,     ,   72,    4,   86,    0,    0, 9931,   75,    7,   74,     ,    5,    0,    0,    0,    0,    0
  240,20200925,   10,  180,   90,   90,  140,  124,     ,   78,    6,  121,    0,    0, 9926,   75,    8,   73,     ,    5,    0,    0,    0,    0,    0
  240,20200925,   11,  180,  100,  100,  150,  125,     ,   81,    4,   93,    1,    1, 9923,   75,    8,   74,   23,    7,    0,    1,    0,    0,    0
  240,20200925,   12,  180,  100,  100,  140,  122,   81,   88,    5,  122,    2,    1, 9916,   75,    7,   79,   23,    7,    0,    1,    0,    0,    0
  240,20200925,   13,  190,  110,  100,  160,  117,     ,   98,    2,   96,    2,    8, 9915,   50,    8,   88,   82,    7,    0,    1,    0,    0,    0
  240,20200925,   14,  190,   90,  100,  130,  118,     ,  101,    2,   77,    7,    5, 9911,   60,    8,   89,   61,    7,    0,    1,    0,    0,    0
  240,20200925,   15,  160,   90,   90,  140,  114,     ,  103,    5,   54,    6,    9, 9905,   50,    8,   93,   82,    7,    0,    1,    0,    0,    0
  240,20200925,   16,  180,   80,   70,  140,  115,     ,  104,    0,    4,    9,   18, 9902,   65,    8,   92,   61,    7,    0,    1,    0,    0,    0
  240,20200925,   17,  170,   50,   60,   90,  126,     ,  108,    7,   16,    5,   13, 9899,   70,    8,   88,   23,    7,    0,    1,    0,    0,    0
  240,20200925,   18,  180,   50,   60,   80,  117,  104,   95,    0,    2,    0,    0, 9901,   70,    8,   86,    2,    7,    0,    0,    0,    0,    0
  240,20200925,   19,  160,   50,   50,   80,  114,     ,   97,    0,    0,    0,   -1, 9897,   70,    8,   89,   23,    7,    0,    1,    0,    0,    0
  240,20200925,   20,   50,   30,   20,   70,   94,     ,   85,    0,    0,    0,    0, 9905,   62,    1,   94,     ,    5,    0,    0,    0,    0,    0
  240,20200925,   21,   10,   20,   20,   40,   96,     ,   89,    0,    0,    0,    0, 9913,   62,    4,   95,    3,    7,    0,    0,    0,    0,    0
  240,20200925,   22,   80,   40,   60,   70,   99,     ,   91,    0,    0,    0,    0, 9916,   61,    1,   95,     ,    5,    0,    0,    0,    0,    0
  240,20200925,   23,   30,   30,   40,   60,  111,     ,   97,    0,    0,    0,    0, 9929,   65,    8,   91,     ,    5,    0,    0,    0,    0,    0
  240,20200925,   24,   10,   40,   40,   70,  111,   76,   97,    0,    0,    0,    0, 9937,   63,    8,   90,    2,    7,    0,    0,    0,    0,    0
  240,20200926,    1,  350,   40,   40,   60,  112,     ,   97,    0,    0,    0,   -1, 9946,   70,    8,   90,   23,    7,    0,    1,    0,    0,    0
  240,20200926,    2,  350,   50,   60,   80,  110,     ,   95,    0,    0,    0,    0, 9953,   67,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20200926,    3,  360,   40,   40,   70,  103,     ,   85,    0,    0,    0,    0, 9962,   69,    4,   88,    1,    7,    0,    0,    0,    0,    0
  240,20200926,    4,  360,   40,   40,   70,   96,     ,   83,    0,    0,    0,    0, 9967,   65,    3,   91,     ,    5,    0,    0,    0,    0,    0
  240,20200926,    5,  330,   30,   30,   50,   78,     ,   69,    0,    0,    0,    0, 9974,   60,    1,   94,     ,    5,    0,    0,    0,    0,    0
  240,20200926,    6,  340,   20,   20,   60,   83,   56,   74,    0,    2,    0,    0, 9978,   59,    8,   94,   10,    7,    0,    0,    0,    0,    0
  240,20200926,    7,  290,   20,   20,   50,  103,     ,   89,   10,   36,    0,    0, 9984,   62,    4,   91,     ,    5,    0,    0,    0,    0,    0
  240,20200926,    8,  330,   20,   10,   50,  131,     ,   89,   10,   91,    0,    0, 9989,   75,    1,   75,     ,    5,    0,    0,    0,    0,    0
  240,20200926,    9,  320,   20,   20,   50,  142,     ,   98,    7,  122,    0,    0, 9990,   75,    8,   75,     ,    5,    0,    0,    0,    0,    0
  240,20200926,   10,   10,   20,   20,   50,  155,     ,   97,   10,  161,    0,    0, 9992,   73,    8,   68,     ,    5,    0,    0,    0,    0,    0
  240,20200926,   11,  350,   40,   40,   70,  159,     ,   98,    5,  140,    0,    0, 9997,   80,    8,   66,     ,    5,    0,    0,    0,    0,    0
  240,20200926,   12,   10,   40,   40,   70,  162,   59,   89,    4,  133,    0,    0, 9999,   82,    8,   61,     ,    5,    0,    0,    0,    0,    0
  240,20200926,   13,  340,   50,   60,   80,  157,     ,  102,    1,   92,    0,    0,10006,   80,    8,   69,     ,    5,    0,    0,    0,    0,    0
  240,20200926,   14,   10,   40,   40,  100,  158,     ,   95,    0,   84,    0,    0,10007,   80,    8,   65,     ,    5,    0,    0,    0,    0,    0
  240,20200926,   15,  360,   40,   30,   60,  155,     ,   93,    7,   77,    0,    0,10008,   80,    8,   66,     ,    5,    0,    0,    0,    0,    0
  240,20200926,   16,  340,   40,   40,   60,  154,     ,  101,    6,   67,    0,    0,10011,   75,    8,   70,     ,    5,    0,    0,    0,    0,    0
  240,20200926,   17,  320,   40,   40,   60,  145,     ,  102,    0,   11,    0,    0,10010,   75,    8,   75,     ,    5,    0,    0,    0,    0,    0
  240,20200926,   18,  320,   40,   40,   70,  136,  131,  115,    0,    1,    6,    6,10013,   60,    8,   86,   81,    7,    0,    1,    0,    0,    0
  240,20200926,   19,  350,   60,   50,  120,  131,     ,  120,    0,    0,   10,   23,10013,   65,    8,   93,   61,    7,    0,    1,    0,    0,    0
  240,20200926,   20,  360,   60,   70,  100,  135,     ,  101,    0,    0,    2,    1,10013,   75,    8,   80,   23,    7,    0,    1,    0,    0,    0
  240,20200926,   21,  350,   60,   70,  110,  134,     ,   97,    0,    0,    0,    0,10006,   75,    8,   78,    2,    7,    0,    0,    0,    0,    0
  240,20200926,   22,  340,   80,   90,  130,  131,     ,  101,    0,    0,    0,   -1, 9998,   70,    8,   82,   81,    7,    0,    1,    0,    0,    0
  240,20200926,   23,  330,   70,   80,  120,  131,     ,  113,    0,    0,    9,   14, 9991,   61,    8,   88,   61,    7,    0,    1,    0,    0,    0
  240,20200926,   24,  340,   90,  100,  150,  135,  123,  124,    0,    0,   10,   30, 9981,   56,    8,   92,   62,    7,    0,    1,    0,    0,    0
  240,20200927,    1,  350,  100,  100,  160,  142,     ,  129,    0,    0,    9,   21, 9971,   57,    8,   91,   52,    7,    0,    1,    0,    0,    0
  240,20200927,    2,  360,  100,  100,  160,  147,     ,  135,    0,    0,    9,    4, 9969,   39,    8,   92,   81,    7,    0,    1,    0,    0,    0
  240,20200927,    3,  360,   90,   90,  170,  153,     ,  142,    0,    0,    8,    8, 9972,   57,    8,   92,   61,    7,    0,    1,    0,    0,    0
  240,20200927,    4,   10,   80,   80,  150,  158,     ,  146,    0,    0,    7,    2, 9975,   65,    8,   92,   23,    7,    0,    1,    0,    0,    0
  240,20200927,    5,   10,   80,   70,  140,  164,     ,  148,    0,    0,    0,    0, 9980,   62,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20200927,    6,   20,   80,   80,  160,  166,  131,  148,    0,    1,    0,    0, 9986,   61,    8,   88,    2,    7,    0,    0,    0,    0,    0
  240,20200927,    7,   50,   80,   70,  140,  154,     ,  126,    0,   10,    0,   -1,10001,   70,    8,   83,   23,    7,    0,    1,    0,    0,    0
  240,20200927,    8,   50,   70,   70,  130,  149,     ,  115,    3,   59,    0,    0,10015,   75,    8,   80,     ,    5,    0,    0,    0,    0,    0
  240,20200927,    9,   50,   60,   70,  110,  156,     ,  122,    5,   92,    0,    0,10024,   75,    8,   80,    2,    7,    0,    0,    0,    0,    0
  240,20200927,   10,   60,   60,   60,   90,  151,     ,  116,    2,   87,    0,    0,10034,   75,    8,   79,     ,    5,    0,    0,    0,    0,    0
  240,20200927,   11,   50,   60,   60,  100,  157,     ,  112,    2,  114,    0,    0,10038,   75,    8,   74,     ,    5,    0,    0,    0,    0,    0
  240,20200927,   12,   40,   60,   50,   90,  157,  143,  109,    2,  116,    0,    0,10043,   75,    8,   73,    2,    7,    0,    0,    0,    0,    0
  240,20200927,   13,   40,   50,   50,   90,  154,     ,  107,    1,   96,    0,    0,10047,   75,    8,   73,     ,    5,    0,    0,    0,    0,    0
  240,20200927,   14,   40,   40,   40,   70,  153,     ,  110,    0,   42,    0,    0,10051,   75,    8,   75,     ,    5,    0,    0,    0,    0,    0
  240,20200927,   15,   10,   30,   20,   50,  152,     ,  111,    0,   38,    0,    0,10054,   75,    8,   76,     ,    5,    0,    0,    0,    0,    0
  240,20200927,   16,   90,   10,   10,   30,  148,     ,  117,    0,    8,    0,    0,10060,   70,    8,   81,     ,    5,    0,    0,    0,    0,    0
  240,20200927,   17,    0,   10,    0,   20,  144,     ,  114,    0,    2,    0,    0,10063,   70,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20200927,   18,  330,   20,   20,   30,  137,  135,  125,    0,    1,    0,    0,10066,   65,    8,   92,     ,    5,    0,    0,    0,    0,    0
  240,20200927,   19,   20,   10,   10,   20,  139,     ,  127,    0,    0,    0,   -1,10071,   65,    8,   92,   23,    7,    0,    1,    0,    0,    0
  240,20200927,   20,  310,   10,   10,   20,  139,     ,  128,    0,    0,    0,    0,10075,   64,    8,   92,     ,    5,    0,    0,    0,    0,    0
  240,20200927,   21,  350,   20,   10,   20,  140,     ,  131,    0,    0,    0,    0,10078,   60,    8,   94,    2,    7,    0,    0,    0,    0,    0
  240,20200927,   22,  300,   20,   20,   20,  140,     ,  130,    0,    0,    0,    0,10077,   59,    8,   93,   10,    7,    0,    0,    0,    0,    0
  240,20200927,   23,  320,   10,   10,   20,  139,     ,  131,    0,    0,    3,    1,10079,   56,    8,   94,   23,    7,    0,    1,    0,    0,    0
  240,20200927,   24,  260,   20,   20,   20,  139,  135,  130,    0,    0,    2,    2,10075,   40,    8,   94,   23,    7,    0,    1,    0,    0,    0
  240,20200928,    1,  220,   20,   30,   40,  136,     ,  129,    0,    0,    7,    5,10072,   23,    8,   95,   53,    7,    0,    1,    0,    0,    0
  240,20200928,    2,  180,   30,   30,   40,  136,     ,  131,    0,    0,   10,   15,10069,   23,    8,   96,   58,    7,    0,    1,    0,    0,    0
  240,20200928,    3,  190,   30,   30,   50,  136,     ,  131,    0,    0,    9,    9,10064,   31,    8,   96,   23,    7,    0,    1,    0,    0,    0
  240,20200928,    4,  160,   30,   30,   40,  137,     ,  132,    0,    0,    8,    5,10064,   32,    8,   97,   52,    7,    0,    1,    0,    0,    0
  240,20200928,    5,  150,   20,   10,   40,  138,     ,  134,    0,    0,    9,    3,10064,   28,    8,   97,   23,    7,    0,    1,    0,    0,    0
  240,20200928,    6,  140,   10,   10,   20,  139,  135,  136,    0,    0,    0,    0,10065,   23,    8,   97,   10,    7,    0,    0,    0,    0,    0
